"Location","String Value","String Representation","Data Type"
"102c9f8c6","I'm feeling too... Soft.","\"I'm feeling too... Soft.\"","ds"
"102c9f8df","Too soft?","\"Too soft?\"","ds"
"102c9f8e9","Too soft for what?","\"Too soft for what?\"","ds"
"102c9f8fc","Shooting people.","\"Shooting people.\"","ds"
"102c9f90d","Putting my ass on the line.","\"Putting my ass on the line.\"","ds"
"102c9f929","I've had a feeling I'm not gonna","\"I've had a feeling I'm not gonna\"","ds"
"102c9f94a","last much longer for a while now.","\"last much longer for a while now.\"","ds"
"102c9f96c","Been having these dreams","\"Been having these dreams\"","ds"
"102c9f985","Dreams\, huh?\,","\"Dreams\, huh?\,\"","ds"
"102c9f993","You want out\, you're out.","\"You want out\, you're out.\"","ds"
"102c9f9ad","But first","\"But first\"","ds"
"102c9f9b7","You have to take care of some","\"You have to take care of some\"","ds"
"102c9f9d5","business for me\, okay?","\"business for me\, okay?\"","ds"
"102c9f9ec","What business?","\"What business?\"","ds"
"102c9f9fb","Nothing big. A chop shop downtown.","\"Nothing big. A chop shop downtown.\"","ds"
"102c9fa1e","NW 32nd AVE...","\"NW 32nd AVE...\"","ds"
"102c9fa2d","They're with the Colombians now\, won't","\"They're with the Colombians now\, won't\"","ds"
"102c9fa54","give us our cut no more.","\"give us our cut no more.\"","ds"
"102c9fa6d","Don't worry\, they're just hoodlums.","\"Don't worry\, they're just hoodlums.\"","ds"
"102c9fa91","Nothing you can't handle.","\"Nothing you can't handle.\"","ds"
"102c9faab","And then I'm out?","\"And then I'm out?\"","ds"
"102c9fabd","Yes. Though you're free to come back","\"Yes. Though you're free to come back\"","ds"
"102c9fae2","anytime you change your mind.","\"anytime you change your mind.\"","ds"
"102c9fb00","As a parting gift\, grab a sample","\"As a parting gift\, grab a sample\"","ds"
"102c9fb21","of our new product here.","\"of our new product here.\"","ds"
"102c9fb3a","Might spice up this new boring life","\"Might spice up this new boring life\"","ds"
"102c9fb5e","style you've chosen.","\"style you've chosen.\"","ds"
"102c9fb73","WOAH\, WHO THE HELL ARE YOU?","\"WOAH\, WHO THE HELL ARE YOU?\"","ds"
"102c9fb8f","THOUGHT YOU COULD GET AWAY HUH?","\"THOUGHT YOU COULD GET AWAY HUH?\"","ds"
"102c9fbaf","GET AWAY? I JUST WORK HERE.","\"GET AWAY? I JUST WORK HERE.\"","ds"
"102c9fbcb","YOU'RE FREAKING ME OUT\, MAN.","\"YOU'RE FREAKING ME OUT\, MAN.\"","ds"
"102c9fbe8","IT'S YOUR LUCKY DAY TODAY\, KID.","\"IT'S YOUR LUCKY DAY TODAY\, KID.\"","ds"
"102c9fc08","THIS BAG HERE JUST SAVED YOUR LIFE.","\"THIS BAG HERE JUST SAVED YOUR LIFE.\"","ds"
"102c9fc2c","I'M GETTING OUT OF HERE\,","\"I'M GETTING OUT OF HERE\,\"","ds"
"102c9fc45","YOU SHOULD PROBABLY DO THE SAME.","\"YOU SHOULD PROBABLY DO THE SAME.\"","ds"
"102c9fc66","NOW OUT OF MY WAY.","\"NOW OUT OF MY WAY.\"","ds"
"102c9fc79","HI HONEY!","\"HI HONEY!\"","ds"
"102c9fc83","I'M SO SORRY ABOUT THIS.","\"I'M SO SORRY ABOUT THIS.\"","ds"
"102c9fc9c","THING IF YOU WERE ME.","\"THING IF YOU WERE ME.\"","ds"
"102c9fcb2","LOVE","\"LOVE\"","ds"
"102c9fcb7","-MARY","\"-MARY\"","ds"
"102c9fcbd","Family of five found burned alive in","\"Family of five found burned alive in\"","ds"
"102c9fce2","what is believed to be another arson.","\"what is believed to be another arson.\"","ds"
"102c9fd08","The incident seems to be the latest in","\"The incident seems to be the latest in\"","ds"
"102c9fd2f","a wave of anti-russian hate crimes.","\"a wave of anti-russian hate crimes.\"","ds"
"102c9fd53","Mary!","\"Mary!\"","ds"
"102c9fd59","Mary?!","\"Mary?!\"","ds"
"102c9fd60","WELCOME HOME!","\"WELCOME HOME!\"","ds"
"102c9fd6e","I MADE YOU DINNER\,","\"I MADE YOU DINNER\,\"","ds"
"102c9fd81","IT'S IN THE FRIDGE.","\"IT'S IN THE FRIDGE.\"","ds"
"102c9fd95","I'LL EAT IT LATER. I'M NOT","\"I'LL EAT IT LATER. I'M NOT\"","ds"
"102c9fdb0","THAT HUNGRY RIGHT NOW.","\"THAT HUNGRY RIGHT NOW.\"","ds"
"102c9fdc7","OH? HAD A ROUGH DAY?","\"OH? HAD A ROUGH DAY?\"","ds"
"102c9fddc","I'M NOT SURE.","\"I'M NOT SURE.\"","ds"
"102c9fdea","I QUIT MY... 'JOB'.","\"I QUIT MY... 'JOB'.\"","ds"
"102c9fdfe","YOU QUIT YOUR 'JOB'?","\"YOU QUIT YOUR 'JOB'?\"","ds"
"102c9fe13","JUST LIKE THAT?","\"JUST LIKE THAT?\"","ds"
"102c9fe23","AND YOUR BOSS JUST LET YOU?","\"AND YOUR BOSS JUST LET YOU?\"","ds"
"102c9fe3f","I THOUGHT YOU SAID...","\"I THOUGHT YOU SAID...\"","ds"
"102c9fe55","LOOK\, I'M OUT AND THAT'S THAT.","\"LOOK\, I'M OUT AND THAT'S THAT.\"","ds"
"102c9fe74","SPEAKING OF WHICH...","\"SPEAKING OF WHICH...\"","ds"
"102c9fe89","I'VE GOT A SURPRISE FOR YOU.","\"I'VE GOT A SURPRISE FOR YOU.\"","ds"
"102c9fea6","BUT...","\"BUT...\"","ds"
"102c9fead","WHAT? WHAT IS IT?","\"WHAT? WHAT IS IT?\"","ds"
"102c9febf","YOU'LL SEE TOMORROW\, OK? I AM","\"YOU'LL SEE TOMORROW\, OK? I AM\"","ds"
"102c9fedd","FEELING A BIT TOO TIRED RIGHT NOW.","\"FEELING A BIT TOO TIRED RIGHT NOW.\"","ds"
"102c9ff00","I'M GONNA HEAD STRAIGHT FOR BED.","\"I'M GONNA HEAD STRAIGHT FOR BED.\"","ds"
"102c9ff21","ARE YOU GONNA STAY UP FOR A WHILE?","\"ARE YOU GONNA STAY UP FOR A WHILE?\"","ds"
"102c9ff44","I'M JUST GONNA FINISH THIS SHOW.","\"I'M JUST GONNA FINISH THIS SHOW.\"","ds"
"102c9ff65","I'LL BE UP IN A MINUTE.","\"I'LL BE UP IN A MINUTE.\"","ds"
"102c9ff7d","Stay back!","\"Stay back!\"","ds"
"102c9ff88","I'll shoot! I swear\,","\"I'll shoot! I swear\,\"","ds"
"102c9ff9d","I'll shoot you.","\"I'll shoot you.\"","ds"
"102c9ffad","Woah\, take it easy there!","\"Woah\, take it easy there!\"","ds"
"102c9ffc7","I'm just here to get you.","\"I'm just here to get you.\"","ds"
"102c9ffe1","Your brother sent us\,","\"Your brother sent us\,\"","ds"
"102c9fff7","we're not going to harm you.","\"we're not going to harm you.\"","ds"
"102ca0014","My brother?","\"My brother?\"","ds"
"102ca0020","You just killed all my friends","\"You just killed all my friends\"","ds"
"102ca003f","Look\, we've got a car waiting outside.","\"Look\, we've got a car waiting outside.\"","ds"
"102ca0066","So drop the gun. It's time to go.","\"So drop the gun. It's time to go.\"","ds"
"102ca0088","We'll drop you off at your brother's","\"We'll drop you off at your brother's\"","ds"
"102ca00ad","You expect me to go with you?","\"You expect me to go with you?\"","ds"
"102ca00cb","Are you insane?","\"Are you insane?\"","ds"
"102ca00db","You murdered my friends!","\"You murdered my friends!\"","ds"
"102ca00f4","You're not taking me anywhere!","\"You're not taking me anywhere!\"","ds"
"102ca0113","Now leave me the fuck alone!","\"Now leave me the fuck alone!\"","ds"
"102ca0130","Or I swear...","\"Or I swear...\"","ds"
"102ca013e","Fine\, you have it your way.","\"Fine\, you have it your way.\"","ds"
"102ca015a","We're out of here.","\"We're out of here.\"","ds"
"102ca016d","So\, we're going somewhere special","\"So\, we're going somewhere special\"","ds"
"102ca018f","tonight\, eh?","\"tonight\, eh?\"","ds"
"102ca019c","Yeah\, my friend Jack told me about this","\"Yeah\, my friend Jack told me about this\"","ds"
"102ca01c4","place down on NW 184th st...","\"place down on NW 184th st...\"","ds"
"102ca01e1","A real shithole. The whole building's","\"A real shithole. The whole building's\"","ds"
"102ca0207","occupied by junkies and lowlifes.","\"occupied by junkies and lowlifes.\"","ds"
"102ca0229","Kinda like this place\, huh?","\"Kinda like this place\, huh?\"","ds"
"102ca0245","Fuck you\, Mark. Anyway\, his sister's","\"Fuck you\, Mark. Anyway\, his sister's\"","ds"
"102ca026a","been hanging out with these assholes.","\"been hanging out with these assholes.\"","ds"
"102ca0290","Hasn't been home for weeks\,","\"Hasn't been home for weeks\,\"","ds"
"102ca02ac","he figured we'd get her home...","\"he figured we'd get her home...\"","ds"
"102ca02cc","and teach her friends a lesson.","\"and teach her friends a lesson.\"","ds"
"102ca02ec","Wait\, we're doing house calls for your","\"Wait\, we're doing house calls for your\"","ds"
"102ca0313","friends now\, are we?","\"friends now\, are we?\"","ds"
"102ca0328","Isn't that pretty much what we did","\"Isn't that pretty much what we did\"","ds"
"102ca034b","last time?","\"last time?\"","ds"
"102ca0356","I didn't hear any complaints back then.","\"I didn't hear any complaints back then.\"","ds"
"102ca037e","We can't patrol the streets looking for","\"We can't patrol the streets looking for\"","ds"
"102ca03a6","scumbags. We'd be in jail in no time.","\"scumbags. We'd be in jail in no time.\"","ds"
"102ca03cc","Yeah\, but I didn't sign up to be no","\"Yeah\, but I didn't sign up to be no\"","ds"
"102ca03f0","hero\, rescuing women and shit...","\"hero\, rescuing women and shit...\"","ds"
"102ca0411","That's not my thing.","\"That's not my thing.\"","ds"
"102ca0426","I just want some action.","\"I just want some action.\"","ds"
"102ca043f","So\, you got any better ideas?","\"So\, you got any better ideas?\"","ds"
"102ca045d","or should we just stay here and","\"or should we just stay here and\"","ds"
"102ca047d","argue all night?","\"argue all night?\"","ds"
"102ca048e","I sure as hell ain't staying here!","\"I sure as hell ain't staying here!\"","ds"
"102ca04b1","I'm ready to roll.","\"I'm ready to roll.\"","ds"
"102ca04c4","Fine! I'll come along too.","\"Fine! I'll come along too.\"","ds"
"102ca04df","But if anything happens to the girl","\"But if anything happens to the girl\"","ds"
"102ca0503","it's not my problem\, got it?","\"it's not my problem\, got it?\"","ds"
"102ca0520","Yesterday marked the fourth anniversary","\"Yesterday marked the fourth anniversary\"","ds"
"102ca0548","of the bombing of San Francisco.","\"of the bombing of San Francisco.\"","ds"
"102ca0569","A day of sorrow to many\, a day of anger","\"A day of sorrow to many\, a day of anger\"","ds"
"102ca0591","for others\, but also a day of hope.","\"for others\, but also a day of hope.\"","ds"
"102ca05b5","The memorial was attended by many top","\"The memorial was attended by many top\"","ds"
"102ca05db","politicians\, including the president.","\"politicians\, including the president.\"","ds"
"102ca0601","The topics discussed centered around","\"The topics discussed centered around\"","ds"
"102ca0626","the possibility of a peaceful future.","\"the possibility of a peaceful future.\"","ds"
"102ca064c","YOU DONE ANYTIME SOON? THIS ISN'T","\"YOU DONE ANYTIME SOON? THIS ISN'T\"","ds"
"102ca066e","A GOOD TIME TO BE MESSING AROUND...","\"A GOOD TIME TO BE MESSING AROUND...\"","ds"
"102ca0692","IF A COP CAME BY...","\"IF A COP CAME BY...\"","ds"
"102ca06a6","SAW US LIKE THIS...","\"SAW US LIKE THIS...\"","ds"
"102ca06ba","IT AIN'T GONNA GO FASTER WITH YOU","\"IT AIN'T GONNA GO FASTER WITH YOU\"","ds"
"102ca06dc","BITCHING\, OK?","\"BITCHING\, OK?\"","ds"
"102ca06ea","BESIDES I'VE BEEN TELLING YOU TO GET","\"BESIDES I'VE BEEN TELLING YOU TO GET\"","ds"
"102ca070f","THE VAN FIXED FOR WEEKS NOW.","\"THE VAN FIXED FOR WEEKS NOW.\"","ds"
"102ca072c","RIGHT... I STILL DON'T SEE WHY THAT'D","\"RIGHT... I STILL DON'T SEE WHY THAT'D\"","ds"
"102ca0752","BE MY JOB. IT'S NOT MY VAN.","\"BE MY JOB. IT'S NOT MY VAN.\"","ds"
"102ca076e","JUST FUCKING DO IT. YOU'RE THE ONLY ONE","\"JUST FUCKING DO IT. YOU'RE THE ONLY ONE\"","ds"
"102ca0796","OF US WHO AIN'T BUSY WITH WORK ALL DAY.","\"OF US WHO AIN'T BUSY WITH WORK ALL DAY.\"","ds"
"102ca07be","TAKE IT DOWN TO ANDY BY THE CHOP SHOP\,","\"TAKE IT DOWN TO ANDY BY THE CHOP SHOP\,\"","ds"
"102ca07e5","HE OWES ME ONE.","\"HE OWES ME ONE.\"","ds"
"102ca07f5","FINE. JUST GET THE CAR RUNNING AND","\"FINE. JUST GET THE CAR RUNNING AND\"","ds"
"102ca0818","I'LL DO IT TOMORROW\, OK?","\"I'LL DO IT TOMORROW\, OK?\"","ds"
"102ca0831","THERE! THAT SHOULD DO IT.","\"THERE! THAT SHOULD DO IT.\"","ds"
"102ca084b","TRY STARTING HER UP AND LET'S GET","\"TRY STARTING HER UP AND LET'S GET\"","ds"
"102ca086d","THE HELL OUT OF HERE.","\"THE HELL OUT OF HERE.\"","ds"
"102ca0883","YOU'RE LISTENING TO WYL MIAMI RADIO\,","\"YOU'RE LISTENING TO WYL MIAMI RADIO\,\"","ds"
"102ca08a8","BRINGING YOU FRESH NEW MUSIC EACH DAY!","\"BRINGING YOU FRESH NEW MUSIC EACH DAY!\"","ds"
"102ca08cf","'WHAT YOU LIKE\, WHENEVER YOU LIKE!'","\"'WHAT YOU LIKE\, WHENEVER YOU LIKE!'\"","ds"
"102ca08f3","THAT'S OUR MOTTO!","\"THAT'S OUR MOTTO!\"","ds"
"102ca0905","IT'S A BEAUTIFUL DAY TODAY! THE SUN","\"IT'S A BEAUTIFUL DAY TODAY! THE SUN\"","ds"
"102ca0929","IS SHINING AND THE SKY IS CLEAR!","\"IS SHINING AND THE SKY IS CLEAR!\"","ds"
"102ca094a","YOU CAN'T GO WRONG WITH WEATHER LIKE","\"YOU CAN'T GO WRONG WITH WEATHER LIKE\"","ds"
"102ca096f","THIS\, THAT'S FOR SURE!","\"THIS\, THAT'S FOR SURE!\"","ds"
"102ca0986","LATER TODAY WE'LL BE PREMIERING A","\"LATER TODAY WE'LL BE PREMIERING A\"","ds"
"102ca09a8","HOT NEW SINGLE FROM PERTURBATOR!","\"HOT NEW SINGLE FROM PERTURBATOR!\"","ds"
"102ca09c9","MEANWHILE\, HERE'S ANOTHER SONG BY","\"MEANWHILE\, HERE'S ANOTHER SONG BY\"","ds"
"102ca09eb","EVERYBODY'S FAVORITE; MITCH-","\"EVERYBODY'S FAVORITE; MITCH-\"","ds"
"102ca0a08","*BZZZ*","\"*BZZZ*\"","ds"
"102ca0a0f","WE INTERRUPT THE BROADCAST FOR AN","\"WE INTERRUPT THE BROADCAST FOR AN\"","ds"
"102ca0a31","EMERGENCY WEATHER REPORT.","\"EMERGENCY WEATHER REPORT.\"","ds"
"102ca0a4b","A TROPICAL STORM IS HEADING TOWARDS","\"A TROPICAL STORM IS HEADING TOWARDS\"","ds"
"102ca0a6f","FLORIDA\, COMING FROM THE ATLANTIC.","\"FLORIDA\, COMING FROM THE ATLANTIC.\"","ds"
"102ca0a92","IT'S ESTIMATED TO REACH MIAMI BY","\"IT'S ESTIMATED TO REACH MIAMI BY\"","ds"
"102ca0ab3","7 PM. WE CAUTION ALL RESIDENTS TO-","\"7 PM. WE CAUTION ALL RESIDENTS TO-\"","ds"
"102ca0ad6","*BZZT* *BZZZZZZZZZ*","\"*BZZT* *BZZZZZZZZZ*\"","ds"
"102ca0aea","NICE CAR YOU'VE GOT HERE!","\"NICE CAR YOU'VE GOT HERE!\"","ds"
"102ca0b04","WHERE ARE WE GOING?","\"WHERE ARE WE GOING?\"","ds"
"102ca0b18","I'M GOING AWAY. FAR AWAY.","\"I'M GOING AWAY. FAR AWAY.\"","ds"
"102ca0b32","ANYWHERE. DOESN'T MATTER TO ME.","\"ANYWHERE. DOESN'T MATTER TO ME.\"","ds"
"102ca0b52","ARE YOU SURE? DO YOU EVEN KNOW","\"ARE YOU SURE? DO YOU EVEN KNOW\"","ds"
"102ca0b71","WHERE YOU'RE HEADING?","\"WHERE YOU'RE HEADING?\"","ds"
"102ca0b87","WITHOUT DIRECTIONS A LOT OF PEOPLE","\"WITHOUT DIRECTIONS A LOT OF PEOPLE\"","ds"
"102ca0baa","WIND UP GOING ROUND IN CIRCLES...","\"WIND UP GOING ROUND IN CIRCLES...\"","ds"
"102ca0bcc","AND THIS ROAD DOESN'T LOOK","\"AND THIS ROAD DOESN'T LOOK\"","ds"
"102ca0be7","TOO PROMISING...","\"TOO PROMISING...\"","ds"
"102ca0bf8","I DIDN'T ASK FOR YOUR OPINION.","\"I DIDN'T ASK FOR YOUR OPINION.\"","ds"
"102ca0c17","WHAT IF I TOLD YOU THAT THIS ROAD","\"WHAT IF I TOLD YOU THAT THIS ROAD\"","ds"
"102ca0c39","LEADS TO NOWHERE. OR RATHER...","\"LEADS TO NOWHERE. OR RATHER...\"","ds"
"102ca0c58","THAT YOU'RE HEADING FOR A DEAD END.","\"THAT YOU'RE HEADING FOR A DEAD END.\"","ds"
"102ca0c7c","THAT'S WHERE YOU'RE GOING.","\"THAT'S WHERE YOU'RE GOING.\"","ds"
"102ca0c97","YOU'RE CLOSING IN ON IT\,","\"YOU'RE CLOSING IN ON IT\,\"","ds"
"102ca0cb0","CLOSING IN FAST.","\"CLOSING IN FAST.\"","ds"
"102ca0cc1","BUT YOU ALREADY KNOW","\"BUT YOU ALREADY KNOW\"","ds"
"102ca0cd6","THAT\, DON'T YOU?","\"THAT\, DON'T YOU?\"","ds"
"102ca0ce7","I HAVE NO IDEA WHAT YOU'RE","\"I HAVE NO IDEA WHAT YOU'RE\"","ds"
"102ca0d02","TALKING ABOUT.","\"TALKING ABOUT.\"","ds"
"102ca0d11","YOU'LL SEE SOON ENOUGH","\"YOU'LL SEE SOON ENOUGH\"","ds"
"102ca0d28","BY THE WAY","\"BY THE WAY\"","ds"
"102ca0d33","DID YOU FORGET TO BRING","\"DID YOU FORGET TO BRING\"","ds"
"102ca0d4b","YOUR GIRLFRIEND?","\"YOUR GIRLFRIEND?\"","ds"
"102ca0d5c","NOW\, THE DEFENDANT CLAIMS THAT HE","\"NOW\, THE DEFENDANT CLAIMS THAT HE\"","ds"
"102ca0d7e","WAS ORDERED TO COMMIT THESE MURDERS...","\"WAS ORDERED TO COMMIT THESE MURDERS...\"","ds"
"102ca0da5","THROUGH MESSAGES LEFT ON HIS ","\"THROUGH MESSAGES LEFT ON HIS \"","ds"
"102ca0dc3","ANSWERING MACHINE.","\"ANSWERING MACHINE.\"","ds"
"102ca0dd6","DID YOU INVESTIGATE THESE CLAIMS?","\"DID YOU INVESTIGATE THESE CLAIMS?\"","ds"
"102ca0df8","YES\, WE DID.","\"YES\, WE DID.\"","ds"
"102ca0e05","AND WHAT DID YOU FIND?","\"AND WHAT DID YOU FIND?\"","ds"
"102ca0e1c","WELL\, THE DEFENDANTS ANSWERING MACHINE","\"WELL\, THE DEFENDANTS ANSWERING MACHINE\"","ds"
"102ca0e43","WAS EMPTY\, THE TAPE HAD BEEN REMOVED.","\"WAS EMPTY\, THE TAPE HAD BEEN REMOVED.\"","ds"
"102ca0e69","did you find anything supporting THESE","\"did you find anything supporting THESE\"","ds"
"102ca0e90","claims of 'threatening phonecalls'?","\"claims of 'threatening phonecalls'?\"","ds"
"102ca0eb4","NO\, SIR. WE DID NOT.","\"NO\, SIR. WE DID NOT.\"","ds"
"102ca0ec9","I SEE...","\"I SEE...\"","ds"
"102ca0ed2","NO FURTHER QUESTIONS.","\"NO FURTHER QUESTIONS.\"","ds"
"102ca0ee8","YOU SAY YOU FOUND NO PHYSICAL EVIDENCE","\"YOU SAY YOU FOUND NO PHYSICAL EVIDENCE\"","ds"
"102ca0f0f","SUPPORTING MY CLIENTS CLAIMS.","\"SUPPORTING MY CLIENTS CLAIMS.\"","ds"
"102ca0f2d","THEN WHAT ABOUT PHONE RECORDS?","\"THEN WHAT ABOUT PHONE RECORDS?\"","ds"
"102ca0f4c","SURELY THE POLICE WOULD HAVE NO","\"SURELY THE POLICE WOULD HAVE NO\"","ds"
"102ca0f6c","DIFFICULTY ACCESSING SUCH INFORMATION?","\"DIFFICULTY ACCESSING SUCH INFORMATION?\"","ds"
"102ca0f93","INDEED. WE DID INVESTIGATE THE","\"INDEED. WE DID INVESTIGATE THE\"","ds"
"102ca0fb2","DEFENDANT'S PHONE RECORDS.","\"DEFENDANT'S PHONE RECORDS.\"","ds"
"102ca0fcd","AND DID YOU FIND ANY CALLS ON RECORD","\"AND DID YOU FIND ANY CALLS ON RECORD\"","ds"
"102ca0ff2","THAT COULD SUPPORT MY CLIENT'S CLAIMS?","\"THAT COULD SUPPORT MY CLIENT'S CLAIMS?\"","ds"
"102ca1019","we did\, sir. the defendant seems","\"we did\, sir. the defendant seems\"","ds"
"102ca103a","to have received phone calls","\"to have received phone calls\"","ds"
"102ca1057","that match the time frame which","\"that match the time frame which\"","ds"
"102ca1077","he suggests. But...","\"he suggests. But...\"","ds"
"102ca108b","did you manage to trace these calls?","\"did you manage to trace these calls?\"","ds"
"102ca10b0","IF SO\, WHERE DID THEY COME FROM?","\"IF SO\, WHERE DID THEY COME FROM?\"","ds"
"102ca10d1","we traced the calls to a night club","\"we traced the calls to a night club\"","ds"
"102ca10f5","called the golden truck stop\, yes.","\"called the golden truck stop\, yes.\"","ds"
"102ca1118","now my client claims that he was","\"now my client claims that he was\"","ds"
"102ca1139","coerced by the russian mafia...","\"coerced by the russian mafia...\"","ds"
"102ca1159","to commit the crimes for which he","\"to commit the crimes for which he\"","ds"
"102ca117b","is now being prosecuted.","\"is now being prosecuted.\"","ds"
"102ca1194","do the police have any knowledge","\"do the police have any knowledge\"","ds"
"102ca11b5","of ties between the golden truck stop","\"of ties between the golden truck stop\"","ds"
"102ca11db","and the russian mafia that could","\"and the russian mafia that could\"","ds"
"102ca11fc","support my client's claims?","\"support my client's claims?\"","ds"
"102ca1218","the venue has been linked to several","\"the venue has been linked to several\"","ds"
"102ca123d","mob related crimes in the past\, yes.","\"mob related crimes in the past\, yes.\"","ds"
"102ca1262","however...","\"however...\"","ds"
"102ca126d","THAT WOULD BE ALL\, THANK YOU.","\"THAT WOULD BE ALL\, THANK YOU.\"","ds"
"102ca128b","THE WITNESS MAY STEP DOWN.","\"THE WITNESS MAY STEP DOWN.\"","ds"
"102ca12a6","THE COURT WILL NOW BE ADJOURNED.","\"THE COURT WILL NOW BE ADJOURNED.\"","ds"
"102ca12c7","PROCEEDINGS WILL CONTINUE TOMORROW","\"PROCEEDINGS WILL CONTINUE TOMORROW\"","ds"
"102ca12ea","AT 11 AM.","\"AT 11 AM.\"","ds"
"102ca12f4","MEANWHILE THE DEFENDANT WILL REMAIN","\"MEANWHILE THE DEFENDANT WILL REMAIN\"","ds"
"102ca1318","IN POLICE CUSTODY.","\"IN POLICE CUSTODY.\"","ds"
"102ca132b","You have reached the Miami Police ","\"You have reached the Miami Police \"","ds"
"102ca134e","Department\, how may I help you?","\"Department\, how may I help you?\"","ds"
"102ca136e","I would like to talk to Detective","\"I would like to talk to Detective\"","ds"
"102ca1390","Pardo\, tell him it's from Evan.","\"Pardo\, tell him it's from Evan.\"","ds"
"102ca13b0","One moment please...","\"One moment please...\"","ds"
"102ca13c5","What do you want Evan\, I'm in the","\"What do you want Evan\, I'm in the\"","ds"
"102ca13e7","middle of something here...","\"middle of something here...\"","ds"
"102ca1403","Hi Manny\, I'm at the court house\,","\"Hi Manny\, I'm at the court house\,\"","ds"
"102ca1425","doing research on that mask maniac.","\"doing research on that mask maniac.\"","ds"
"102ca1449","What's that got to do with me?","\"What's that got to do with me?\"","ds"
"102ca1468","Well\, they mentioned The Golden Truck","\"Well\, they mentioned The Golden Truck\"","ds"
"102ca148e","Stop. Something about mob connections.","\"Stop. Something about mob connections.\"","ds"
"102ca14b5","So?","\"So?\"","ds"
"102ca14b9","I was wondering if you know anyone","\"I was wondering if you know anyone\"","ds"
"102ca14dc","there that I can talk to.","\"there that I can talk to.\"","ds"
"102ca14f6","That's privileged information. You know","\"That's privileged information. You know\"","ds"
"102ca151e","I can't talk about things like that.","\"I can't talk about things like that.\"","ds"
"102ca1543","Look\, I'm really busy here...","\"Look\, I'm really busy here...\"","ds"
"102ca1561","Don't be like that now! You owe me one\,","\"Don't be like that now! You owe me one\,\"","ds"
"102ca1589","remember?","\"remember?\"","ds"
"102ca1593","Fine. Go to North West 37th Avenue\,","\"Fine. Go to North West 37th Avenue\,\"","ds"
"102ca15b7","ask for Petrov and tell him I sent you.","\"ask for Petrov and tell him I sent you.\"","ds"
"102ca15df","Can't promise he'll talk\, but it's the","\"Can't promise he'll talk\, but it's the\"","ds"
"102ca1606","only name I've got.","\"only name I've got.\"","ds"
"102ca161a","Don't call me at work again\, ok?","\"Don't call me at work again\, ok?\"","ds"
"102ca163b","No more favors.","\"No more favors.\"","ds"
"102ca164b","CUT!","\"CUT!\"","ds"
"102ca1650","ALRIGHT\, THAT'S A WRAP!","\"ALRIGHT\, THAT'S A WRAP!\"","ds"
"102ca1668","GOOD JOB\, PEOPLE.","\"GOOD JOB\, PEOPLE.\"","ds"
"102ca167a","WE'LL DO A RE-SHOOT TOMORROW\,","\"WE'LL DO A RE-SHOOT TOMORROW\,\"","ds"
"102ca1698","SO TRY TO STAY IN CHARACTER.","\"SO TRY TO STAY IN CHARACTER.\"","ds"
"102ca16b5","AND WE'RE FILMING THE SCENE WHERE YOU","\"AND WE'RE FILMING THE SCENE WHERE YOU\"","ds"
"102ca16db","CARRY HER TO YOUR CAR ON THURSDAY.","\"CARRY HER TO YOUR CAR ON THURSDAY.\"","ds"
"102ca16fe","NOW\, FOR YOU TWO","\"NOW\, FOR YOU TWO\"","ds"
"102ca170f","PIG MAN\, WELL DONE...","\"PIG MAN\, WELL DONE...\"","ds"
"102ca1725","BUT DON'T BE AFRAID TO BE ROUGHER.","\"BUT DON'T BE AFRAID TO BE ROUGHER.\"","ds"
"102ca1748","YOU'RE SUPPOSED TO BE KILLING PEOPLE!","\"YOU'RE SUPPOSED TO BE KILLING PEOPLE!\"","ds"
"102ca176e","MAKE IT LOOK LIKE YOU REALLY HIT THEM.","\"MAKE IT LOOK LIKE YOU REALLY HIT THEM.\"","ds"
"102ca1795","AND YOU THERE\, BLONDIE. YOU NEED TO","\"AND YOU THERE\, BLONDIE. YOU NEED TO\"","ds"
"102ca17b9","WORK ON YOUR FEMININITY...","\"WORK ON YOUR FEMININITY...\"","ds"
"102ca17d4","ACT MORE HELPLESS AND SCARED...","\"ACT MORE HELPLESS AND SCARED...\"","ds"
"102ca17f4","YOU KNOW... MORE GIRLY!","\"YOU KNOW... MORE GIRLY!\"","ds"
"102ca180c","NOW GO HOME AND GET SOME REST!","\"NOW GO HOME AND GET SOME REST!\"","ds"
"102ca182b","I'LL SEE YOU BOTH TOMORROW\, OK?","\"I'LL SEE YOU BOTH TOMORROW\, OK?\"","ds"
"102ca184b","Man\, this party stinks.","\"Man\, this party stinks.\"","ds"
