"Location","String Value","String Representation","Data Type"
"102ca8c2c","[C] New Level  /  [Space] Sort Levels  /  [L] Workshop","\"[C] New Level  /  [Space] Sort Levels  /  [L] Workshop\"","ds"
"102ca8c63","C] New Level  /  [","\"C] New Level  /  [\"","ds"
"102ca8c76","E] Edit Level  /  [","\"E] Edit Level  /  [\"","ds"
"102ca8c8a","Del","\"Del\"","ds"
"102ca8c8e","Del] Remove Level  /  [","\"Del] Remove Level  /  [\"","ds"
"102ca8ca6","P] Publish Level  /  [","\"P] Publish Level  /  [\"","ds"
"102ca8cbd","Space","\"Space\"","ds"
"102ca8cc3","Space] Sort Levels  /  [","\"Space] Sort Levels  /  [\"","ds"
"102ca8cdc","O] Show Files  /  [","\"O] Show Files  /  [\"","ds"
"102ca8cf0","Tab","\"Tab\"","ds"
"102ca8cf4","Tab] Switch tabs  /  [","\"Tab] Switch tabs  /  [\"","ds"
"102ca8d0b","Esc","\"Esc\"","ds"
"102ca8d0f","[Tab] Switch tabs  /  [Esc] Switch to Single Levels","\"[Tab] Switch tabs  /  [Esc] Switch to Single Levels\"","ds"
"102ca8d43","[C] New Campaign  /  [E] Edit Campaign  /  [Del] Remove Campaign  /  [P] Publish Campaign  /  [Space] Sort Campaigns  /  [O] Show Files  /  [L] Workshop","\"[C] New Campaign  /  [E] Edit Campaign  /  [Del] Remove Campaign  /  [P] Publish Campaign  /  [Space] Sort Campaigns  /  [O] Show Files  /  [L] Workshop\"","ds"
"102ca8ddc","[C] New Campaign  /  [Space] Sort Campaigns  /  [L] Workshop","\"[C] New Campaign  /  [Space] Sort Campaigns  /  [L] Workshop\"","ds"
"102ca8e19","C] New Campaign  /  [","\"C] New Campaign  /  [\"","ds"
"102ca8e2f","E] Edit Campaign  /  [","\"E] Edit Campaign  /  [\"","ds"
"102ca8e46","Del] Remove Campaign  /  [","\"Del] Remove Campaign  /  [\"","ds"
"102ca8e61","P] Publish Campaign  /  [","\"P] Publish Campaign  /  [\"","ds"
"102ca8e7b","Space] Sort Campaigns  /  [","\"Space] Sort Campaigns  /  [\"","ds"
"102ca8e97"," Levels","\" Levels\"","ds"
"102ca8e9f","By ","\"By \"","ds"
"102ca8ea3","TITLE:","\"TITLE:\"","ds"
"102ca8eaa","HIGHSCORE:","\"HIGHSCORE:\"","ds"
"102ca8eb5","BEST TIME:","\"BEST TIME:\"","ds"
"102ca8ec0","GRADE:","\"GRADE:\"","ds"
"102ca8ec7","TITLE: ","\"TITLE: \"","ds"
"102ca8ecf","HIGHSCORE: ","\"HIGHSCORE: \"","ds"
"102ca8edb","BEST TIME: ","\"BEST TIME: \"","ds"
"102ca8ee7","GRADE: ","\"GRADE: \"","ds"
"102ca8eef","Created by ","\"Created by \"","ds"
"102ca8efb","SKIP INTRO?","\"SKIP INTRO?\"","ds"
"102ca8f07","YES / NO","\"YES / NO\"","ds"
"102ca8f10","YES / ","\"YES / \"","ds"
"102ca8f17","Do you want to publish this level on Steam Workshop?#You will need to beat it first.","\"Do you want to publish this level on Steam Workshop?#You will need to beat it first.\"","ds"
"102ca8f6c","Do you want to publish this campaign on Steam Workshop?#You will need to beat it first.","\"Do you want to publish this campaign on Steam Workshop?#You will need to beat it first.\"","ds"
"102ca8fc4","Do you want to edit this level?","\"Do you want to edit this level?\"","ds"
"102ca8fe4","Do you want to edit this campaign?","\"Do you want to edit this campaign?\"","ds"
"102ca9007","Do you want to create a new campaign?","\"Do you want to create a new campaign?\"","ds"
"102ca902d","Do you want to create a new level?","\"Do you want to create a new level?\"","ds"
"102ca9050","Do you want to delete this campaign?","\"Do you want to delete this campaign?\"","ds"
"102ca9075","Do you want to delete this level?","\"Do you want to delete this level?\"","ds"
"102ca9097","PICK A FLOOR","\"PICK A FLOOR\"","ds"
"102ca90a4","X:","\"X:\"","ds"
"102ca90a7","Y:","\"Y:\"","ds"
"102ca90aa","X-Move:","\"X-Move:\"","ds"
"102ca90b2","px","\"px\"","ds"
"102ca90b5","Y-Move:","\"Y-Move:\"","ds"
"102ca90bd","COREY","\"COREY\"","ds"
"102ca90c3","ALEX & ASH","\"ALEX & ASH\"","ds"
"102ca90ce","MARK","\"MARK\"","ds"
"102ca90d3","Galaxy Film","\"Galaxy Film\"","ds"
"102ca90df","a film by","\"a film by\"","ds"
"102ca90e9","presents","\"presents\"","ds"
"102ca90f2","Rouven Blankenfeld","\"Rouven Blankenfeld\"","ds"
"102ca9105","Midnight","\"Midnight\"","ds"
"102ca910e","ANIMAL","\"ANIMAL\"","ds"
"102ca9115","ctrl_move","\"ctrl_move\"","ds"
"102ca911f","ctrl_hard_mode","\"ctrl_hard_mode\"","ds"
"102ca912e","ctrl_leaderboards","\"ctrl_leaderboards\"","ds"
"102ca9140","ctrl_menu_up","\"ctrl_menu_up\"","ds"
"102ca914d","ctrl_menu_down","\"ctrl_menu_down\"","ds"
"102ca915c","ctrl_menu_left","\"ctrl_menu_left\"","ds"
"102ca916b","ctrl_menu_right","\"ctrl_menu_right\"","ds"
"102ca917b","ctrl_leaderboard_type","\"ctrl_leaderboard_type\"","ds"
"102ca9191","ctrl_leaderboard_sort","\"ctrl_leaderboard_sort\"","ds"
"102ca91a7","ctrl_menu_back","\"ctrl_menu_back\"","ds"
"102ca91b6","ctrl_menu_accept","\"ctrl_menu_accept\"","ds"
"102ca91c7","ctrl_restart","\"ctrl_restart\"","ds"
"102ca91d4","temp:","\"temp:\"","ds"
"102ca91da","Select a Campaign","\"Select a Campaign\"","ds"
"102ca91ec","Select a Level","\"Select a Level\"","ds"
"102ca91fb","Levels","\"Levels\"","ds"
"102ca9202","Campaigns","\"Campaigns\"","ds"
"102ca920c","LEVEL CLEAR","\"LEVEL CLEAR\"","ds"
"102ca9218","Videodrome.mp3","\"Videodrome.mp3\"","ds"
"102ca9227","MIDNIGHT ANIMAL","\"MIDNIGHT ANIMAL\"","ds"
"102ca9237","TRIAL & ERROR","\"TRIAL & ERROR\"","ds"
"102ca9245","OPENING CREDITS","\"OPENING CREDITS\"","ds"
"102ca9255","MIAMI\, FLORIDA","\"MIAMI\, FLORIDA\"","ds"
"102ca9264",". ","\". \"","ds"
"102ca9267","SKIP INTRO","\"SKIP INTRO\"","ds"
"102ca9272","HONOLULU\, HAWAII","\"HONOLULU\, HAWAII\"","ds"
"102ca9283","INTRODUCTIONS","\"INTRODUCTIONS\"","ds"
"102ca9291","BLOOD&SWEAT","\"BLOOD&SWEAT\"","ds"
"102ca929d","BEGIN&END","\"BEGIN&END\"","ds"
"102ca92a7","video","\"video\"","ds"
"102ca92ad",".avi","\".avi\"","ds"
"102ca92b2","Add Dialogue","\"Add Dialogue\"","ds"
"102ca92bf","Wait","\"Wait\"","ds"
"102ca92c4","Play Sound","\"Play Sound\"","ds"
"102ca92cf","Play Music","\"Play Music\"","ds"
"102ca92da","Stop Music","\"Stop Music\"","ds"
"102ca92e5","Stop Sequence","\"Stop Sequence\"","ds"
"102ca92f3","Next level","\"Next level\"","ds"
"102ca92fe","Activate Item","\"Activate Item\"","ds"
"102ca930c","Use this action to add dialogue to your cutscene","\"Use this action to add dialogue to your cutscene\"","ds"
"102ca933d","Use this action to delay the next frame","\"Use this action to delay the next frame\"","ds"
"102ca9365","Use this action to play a sound","\"Use this action to play a sound\"","ds"
"102ca9385","Use this action to play a song\, automatically stops previous song","\"Use this action to play a song\, automatically stops previous song\"","ds"
"102ca93c7","Use this action to stop or fade out a song","\"Use this action to stop or fade out a song\"","ds"
"102ca93f2","Use this action to stop the current part of the cutscene","\"Use this action to stop the current part of the cutscene\"","ds"
"102ca942b","Use this action to transition to the next level","\"Use this action to transition to the next level\"","ds"
"102ca945b","Use this action to make an item visible or active","\"Use this action to make an item visible or active\"","ds"
"102ca948d","Close this menu","\"Close this menu\"","ds"
"102ca949d","YOU MUST PLACE THE PLAYER FIRST!","\"YOU MUST PLACE THE PLAYER FIRST!\"","ds"
"102ca94be","No item to activate!#Place an item first.","\"No item to activate!#Place an item first.\"","ds"
"102ca94e8","PICK AN ACTION","\"PICK AN ACTION\"","ds"
"102ca94f7","ACTIVE","\"ACTIVE\"","ds"
"102ca94fe","VISIBLE","\"VISIBLE\"","ds"
"102ca9506","LOOP","\"LOOP\"","ds"
"102ca950b","INTERVAL","\"INTERVAL\"","ds"
"102ca9514","FREELY","\"FREELY\"","ds"
"102ca951b","STOP","\"STOP\"","ds"
"102ca9520","INTERVAL TIME: ","\"INTERVAL TIME: \"","ds"
"102ca9530","NO INTERVAL","\"NO INTERVAL\"","ds"
"102ca953c","TARGET","\"TARGET\"","ds"
"102ca9543","MANUAL","\"MANUAL\"","ds"
"102ca954a","PICK A DIRECTION","\"PICK A DIRECTION\"","ds"
"102ca955b","DIRECTION: ","\"DIRECTION: \"","ds"
"102ca9567","MANUAL DIRECTION OFF","\"MANUAL DIRECTION OFF\"","ds"
"102ca957c","KEEP FIRING","\"KEEP FIRING\"","ds"
"102ca9588","EVERY ","\"EVERY \"","ds"
"102ca958f"," FRAMES","\" FRAMES\"","ds"
"102ca9597","FIRE JUST ONCE","\"FIRE JUST ONCE\"","ds"
"102ca95a6","NO GUN SPRITE","\"NO GUN SPRITE\"","ds"
"102ca95b4","BAD BLOOD","\"BAD BLOOD\"","ds"
"102ca95be","FIRST ACT","\"FIRST ACT\"","ds"
"102ca95c8","pts","\"pts\"","ds"
"102ca95cc","rnds","\"rnds\"","ds"
"102ca95d1","ACHIEVEMENT WHORE","\"ACHIEVEMENT WHORE\"","ds"
"102ca95e3","1-800-CLEARED","\"1-800-CLEARED\"","ds"
"102ca95f1","1-800-GETHELP","\"1-800-GETHELP\"","ds"
"102ca95ff","1-800-GODDAMN","\"1-800-GODDAMN\"","ds"
"102ca960d","NUCLEAR WASTE","\"NUCLEAR WASTE\"","ds"
"102ca961b","FANTASTIC!","\"FANTASTIC!\"","ds"
"102ca9626","THESE ARE MY RIFLES.#THESE ARE MY GUNS.","\"THESE ARE MY RIFLES.#THESE ARE MY GUNS.\"","ds"
"102ca964e","SNAKE CHARMER","\"SNAKE CHARMER\"","ds"
"102ca965c","WHAT YOU LEAVE#FOR YOUR SONS","\"WHAT YOU LEAVE#FOR YOUR SONS\"","ds"
"102ca9679","FANATIC","\"FANATIC\"","ds"
"102ca9681","FAMILY BUSINESS","\"FAMILY BUSINESS\"","ds"
"102ca9691","SNAKES ON A HEAD","\"SNAKES ON A HEAD\"","ds"
"102ca96a2","DON'T LET ANGER GET#THE BEST OF YOU","\"DON'T LET ANGER GET#THE BEST OF YOU\"","ds"
"102ca96c6","EXTRA! EXTRA!#READ ALL ABOUT IT!","\"EXTRA! EXTRA!#READ ALL ABOUT IT!\"","ds"
"102ca96e7","A BOX FULL OF#SHARP OBJECTS","\"A BOX FULL OF#SHARP OBJECTS\"","ds"
"102ca9703","PERCUSSIVE#MAINTENANCE","\"PERCUSSIVE#MAINTENANCE\"","ds"
"102ca971a","KARMA","\"KARMA\"","ds"
"102ca9720","GENOCIDE","\"GENOCIDE\"","ds"
"102ca9729","GOT YOUR BACK","\"GOT YOUR BACK\"","ds"
"102ca9737","FOLLOW THE SCRIPT","\"FOLLOW THE SCRIPT\"","ds"
"102ca9749","ASSASSINS CRED","\"ASSASSINS CRED\"","ds"
"102ca9758","DEAD SILENT","\"DEAD SILENT\"","ds"
"102ca9764","I'M COMING IN#AND I'M UNARMED!","\"I'M COMING IN#AND I'M UNARMED!\"","ds"
"102ca9783","STARE INTO#THE ABYSS","\"STARE INTO#THE ABYSS\"","ds"
"102ca9798","THE BAR OF#BROKEN HEROES","\"THE BAR OF#BROKEN HEROES\"","ds"
"102ca97b1","COMBO#BEGINNER","\"COMBO#BEGINNER\"","ds"
"102ca97c0","COMBO#INTERMEDIATE","\"COMBO#INTERMEDIATE\"","ds"
"102ca97d3","COMBO#MASTER","\"COMBO#MASTER\"","ds"
"102ca97e0","COMBO GOD","\"COMBO GOD\"","ds"
"102ca97ea","Publishing...","\"Publishing...\"","ds"
"102ca97f8","\LePerv.mp3","\"\\LePerv.mp3\"","ds"
"102ca9804","X COMBO","\"X COMBO\"","ds"
"102ca980c","\Decade.mp3","\"\\Decade.mp3\"","ds"
"102ca9818","<SEARCH HERE>","\"<SEARCH HERE>\"","ds"
"102ca9826","ANIMATION SPEED: ","\"ANIMATION SPEED: \"","ds"
"102ca9838","[LMB] to add waypoint\, [RMB] to finish\, [DELETE] to remove waypoint","\"[LMB] to add waypoint\, [RMB] to finish\, [DELETE] to remove waypoint\"","ds"
"102ca987c","SLOW","\"SLOW\"","ds"
"102ca9881","NORMAL","\"NORMAL\"","ds"
"102ca9888","FAST","\"FAST\"","ds"
"102ca988d","REDO","\"REDO\"","ds"
"102ca9892","WAIT TIME: ","\"WAIT TIME: \"","ds"
"102ca989e","Act Six","\"Act Six\"","ds"
"102ca98a6","13th Scene","\"13th Scene\"","ds"
"102ca98b1","FILE","\"FILE\"","ds"
"102ca98b6","EDIT","\"EDIT\"","ds"
"102ca98bb","HELP","\"HELP\"","ds"
"102ca98c0","NEW LEVEL (ctrl+n)","\"NEW LEVEL (ctrl+n)\"","ds"
"102ca98d3","SAVE LEVEL (ctrl+s)","\"SAVE LEVEL (ctrl+s)\"","ds"
"102ca98e7","LOAD LEVEL (ctrl+l)","\"LOAD LEVEL (ctrl+l)\"","ds"
"102ca98fb","PLAY LEVEL (ctrl+p)","\"PLAY LEVEL (ctrl+p)\"","ds"
"102ca990f","CREATE CAMPAIGN (ctrl+m)","\"CREATE CAMPAIGN (ctrl+m)\"","ds"
"102ca9928","PUBLISH (ctrl+u)","\"PUBLISH (ctrl+u)\"","ds"
"102ca9939","QUIT (ESC)","\"QUIT (ESC)\"","ds"
"102ca9944","CLEAR TILES (ctrl+shift+t)","\"CLEAR TILES (ctrl+shift+t)\"","ds"
"102ca995f","CLEAR WALLS (ctrl+shift+w)","\"CLEAR WALLS (ctrl+shift+w)\"","ds"
"102ca997a","CLEAR OBJECTS (ctrl+shift+o)","\"CLEAR OBJECTS (ctrl+shift+o)\"","ds"
"102ca9997","CLEAR CHARACTERS (ctrl+shift+c)","\"CLEAR CHARACTERS (ctrl+shift+c)\"","ds"
"102ca99b7","DELETE FLOOR (ctrl+shift+f)","\"DELETE FLOOR (ctrl+shift+f)\"","ds"
"102ca99d3","NEW FLOOR (ctrl+alt+f)","\"NEW FLOOR (ctrl+alt+f)\"","ds"
"102ca99ea","NEXT FLOOR (ctrl+shift+right)","\"NEXT FLOOR (ctrl+shift+right)\"","ds"
"102ca9a08","PREVIOUS FLOOR (ctrl+shift+left)","\"PREVIOUS FLOOR (ctrl+shift+left)\"","ds"
"102ca9a29","ADD DARKNESS (ctrl+alt+d)","\"ADD DARKNESS (ctrl+alt+d)\"","ds"
"102ca9a43","ADD DAYLIGHT (ctrl+alt+i)","\"ADD DAYLIGHT (ctrl+alt+i)\"","ds"
"102ca9a5d","CHANGE BACKGROUND (ctrl+alt+b)","\"CHANGE BACKGROUND (ctrl+alt+b)\"","ds"
"102ca9a7c","SET LEVEL BORDERS (ctrl+alt+l)","\"SET LEVEL BORDERS (ctrl+alt+l)\"","ds"
"102ca9a9b","LEVEL SETTINGS (alt+shift+l)","\"LEVEL SETTINGS (alt+shift+l)\"","ds"
"102ca9ab8","SHOW GRID (alt+shift+g)","\"SHOW GRID (alt+shift+g)\"","ds"
"102ca9ad0","SHOW WALL GUIDE (alt+shift+w)","\"SHOW WALL GUIDE (alt+shift+w)\"","ds"
"102ca9aee","ABOUT","\"ABOUT\"","ds"
"102ca9af4","MANUAL (F1)","\"MANUAL (F1)\"","ds"
"102ca9b00","CHECK CONTENT (F2)","\"CHECK CONTENT (F2)\"","ds"
"102ca9b13","REMOVE DARKNESS (ctrl+alt+d)","\"REMOVE DARKNESS (ctrl+alt+d)\"","ds"
"102ca9b30","REMOVE DAYLIGHT (ctrl+alt+i)","\"REMOVE DAYLIGHT (ctrl+alt+i)\"","ds"
"102ca9b4d","Floor 1","\"Floor 1\"","ds"
"102ca9b55","Floor 2","\"Floor 2\"","ds"
"102ca9b5d","Floor 3","\"Floor 3\"","ds"
"102ca9b65","Floor 4","\"Floor 4\"","ds"
"102ca9b6d","+","\"+\"","ds"
"102ca9b6f","DESTINATION FLOOR","\"DESTINATION FLOOR\"","ds"
"102ca9b81","END THIS FLOOR","\"END THIS FLOOR\"","ds"
"102ca9b90","START NEXT FLOOR","\"START NEXT FLOOR\"","ds"
"102ca9ba1","OFFSET","\"OFFSET\"","ds"
"102ca9ba8","EDITOR","\"EDITOR\"","ds"
"102ca9baf","QUIT GAME","\"QUIT GAME\"","ds"
"102ca9bb9","W R O N G   N U M B E R","\"W R O N G   N U M B E R\"","ds"
"102ca9bd1","HOTLINE MIAMI","\"HOTLINE MIAMI\"","ds"
"102ca9bdf","\Ghost.mp3","\"\\Ghost.mp3\"","ds"
"102ca9bea","music:Music/","\"music:Music/\"","ds"
"102ca9bf7",".ogg","\".ogg\"","ds"
"102ca9bfc","savedata:/volume.dat","\"savedata:/volume.dat\"","ds"
"102ca9c11","BLOOD MONEY","\"BLOOD MONEY\"","ds"
"102ca9c1d","    NO DATA","\"    NO DATA\"","ds"
"102ca9c29","[up]","\"[up]\"","ds"
"102ca9c2e","<img>ctrl_menu_up</img>","\"<img>ctrl_menu_up</img>\"","ds"
"102ca9c46","[down]","\"[down]\"","ds"
"102ca9c4d","<img>ctrl_menu_down</img>","\"<img>ctrl_menu_down</img>\"","ds"
"102ca9c67","[left]","\"[left]\"","ds"
"102ca9c6e","<img>ctrl_menu_left</img>","\"<img>ctrl_menu_left</img>\"","ds"
"102ca9c88","[right]","\"[right]\"","ds"
"102ca9c90","<img>ctrl_menu_right</img>","\"<img>ctrl_menu_right</img>\"","ds"
"102ca9cab","[ctrl]","\"[ctrl]\"","ds"
"102ca9cb2","<img>ctrl_leaderboard_sort</img>","\"<img>ctrl_leaderboard_sort</img>\"","ds"
"102ca9cd3","[alt]","\"[alt]\"","ds"
"102ca9cd9","<img>ctrl_leaderboard_type</img>","\"<img>ctrl_leaderboard_type</img>\"","ds"
"102ca9cfa","Do you want to restore default controls?","\"Do you want to restore default controls?\"","ds"
"102ca9d23","restartmusic","\"restartmusic\"","ds"
"102ca9d30","\Abyss.mp3","\"\\Abyss.mp3\"","ds"
"102ca9d3b","CLICK","\"CLICK\"","ds"
"102ca9d41","PROXIMITY","\"PROXIMITY\"","ds"
"102ca9d4b","PICK A TRIGGER","\"PICK A TRIGGER\"","ds"
"102ca9d5a","DISTANCE: ","\"DISTANCE: \"","ds"
"102ca9d65","DISTANCE TRIGGER OFF","\"DISTANCE TRIGGER OFF\"","ds"
"102ca9d7a","THE FANS","\"THE FANS\"","ds"
"102ca9d83","THE COP","\"THE COP\"","ds"
"102ca9d8b","THE WRITER","\"THE WRITER\"","ds"
"102ca9d96","THE SOLDIER","\"THE SOLDIER\"","ds"
"102ca9da2","THE SON","\"THE SON\"","ds"
"102ca9daa","THE RAT","\"THE RAT\"","ds"
"102ca9db2","THE COBRA","\"THE COBRA\"","ds"
"102ca9dbc","THE BUTCHER","\"THE BUTCHER\"","ds"
"102ca9dc8","THE HENCHMAN","\"THE HENCHMAN\"","ds"
"102ca9dd5","THE HAMMER","\"THE HAMMER\"","ds"
"102ca9de0","JACKET","\"JACKET\"","ds"
"102ca9de7","BIKER","\"BIKER\"","ds"
"102ca9ded","COLOMBIANS","\"COLOMBIANS\"","ds"
"102ca9df8","SOLDIERS","\"SOLDIERS\"","ds"
"102ca9e01","GUARDS","\"GUARDS\"","ds"
"102ca9e08","LEVEL NAME:","\"LEVEL NAME:\"","ds"
"102ca9e14","CHOOSE A CHARACTER","\"CHOOSE A CHARACTER\"","ds"
"102ca9e27","AVAILABLE ENEMIES:","\"AVAILABLE ENEMIES:\"","ds"
"102ca9e3a","snd","\"snd\"","ds"
"102ca9e3e","PLAY","\"PLAY\"","ds"
"102ca9e43","SELECT A SOUND","\"SELECT A SOUND\"","ds"
"102ca9e52","PICK A SONG","\"PICK A SONG\"","ds"
"102ca9e5e","SCENE COMPLETE","\"SCENE COMPLETE\"","ds"
"102ca9e6d","PICK A SPRITE","\"PICK A SPRITE\"","ds"
"102ca9e7b","Click [LMB] and drag to select borders\, click [RMB] to finish#Make sure player object is spawned within level borders!","\"Click [LMB] and drag to select borders\, click [RMB] to finish#Make sure player object is spawned within level borders!\"","ds"
"102ca9ef2","TOTAL TIME: ","\"TOTAL TIME: \"","ds"
"102ca9eff","\Benjamin.mp3","\"\\Benjamin.mp3\"","ds"
"102ca9f0d","\EditorData\*.*","\"\\EditorData\\*.*\"","ds"
"102ca9f1d","sprHoboWalkUnarmed","\"sprHoboWalkUnarmed\"","ds"
"102ca9f30","sprHoboRooster","\"sprHoboRooster\"","ds"
"102ca9f3f","sprHoboMoney","\"sprHoboMoney\"","ds"
"102ca9f4c","sprAssistant","\"sprAssistant\"","ds"
"102ca9f59","sprEditorTalk","\"sprEditorTalk\"","ds"
"102ca9f67","sprEditorGiveUp","\"sprEditorGiveUp\"","ds"
"102ca9f77","sprEditorDead","\"sprEditorDead\"","ds"
"102ca9f85","sprEditorLegs","\"sprEditorLegs\"","ds"
"102ca9f93","sprTattooClient","\"sprTattooClient\"","ds"
"102ca9fa3","sprTattooerTalk","\"sprTattooerTalk\"","ds"
"102ca9fb3","sprTattooerWork","\"sprTattooerWork\"","ds"
"102ca9fc3","sprPizzaDude","\"sprPizzaDude\"","ds"
"102ca9fd0","sprRick","\"sprRick\"","ds"
"102ca9fd8","sprMike","\"sprMike\"","ds"
"102ca9fe0","sprNigel","\"sprNigel\"","ds"
"102ca9fe9","sprHarry","\"sprHarry\"","ds"
"102ca9ff2","sprAndrew","\"sprAndrew\"","ds"
"102ca9ffc","sprGraeme","\"sprGraeme\"","ds"
"102caa006","sprDinerChef","\"sprDinerChef\"","ds"
"102caa013","sprDinerWaitress","\"sprDinerWaitress\"","ds"
"102caa024","sprPartyBoy1","\"sprPartyBoy1\"","ds"
"102caa031","sprPartyBoy2","\"sprPartyBoy2\"","ds"
"102caa03e","sprPartyGirl1","\"sprPartyGirl1\"","ds"
"102caa04c","sprPartyGirl2","\"sprPartyGirl2\"","ds"
"102caa05a","sprPandaBartender","\"sprPandaBartender\"","ds"
"102caa06c","sprGirl1Subway","\"sprGirl1Subway\"","ds"
"102caa07b","sprMan1Subway","\"sprMan1Subway\"","ds"
"102caa089","sprBoy1Subway","\"sprBoy1Subway\"","ds"
"102caa097","sprBoy2Subway","\"sprBoy2Subway\"","ds"
"102caa0a5","sprWoman1Subway","\"sprWoman1Subway\"","ds"
"102caa0b5","sprProsecutor","\"sprProsecutor\"","ds"
"102caa0c3","sprProsecutorSit","\"sprProsecutorSit\"","ds"
"102caa0d4","sprLawyer","\"sprLawyer\"","ds"
"102caa0de","sprLawyerSit","\"sprLawyerSit\"","ds"
"102caa0eb","sprInspectorWitness","\"sprInspectorWitness\"","ds"
"102caa0ff","sprJuror1Idle","\"sprJuror1Idle\"","ds"
"102caa10d","sprJuror2Idle","\"sprJuror2Idle\"","ds"
"102caa11b","sprJudge","\"sprJudge\"","ds"
"102caa124","sprCourtReporter","\"sprCourtReporter\"","ds"
"102caa135","sprReporter1","\"sprReporter1\"","ds"
"102caa142","sprReporter2","\"sprReporter2\"","ds"
"102caa14f","sprInterviewed1","\"sprInterviewed1\"","ds"
"102caa15f","sprSwan1Demonstration","\"sprSwan1Demonstration\"","ds"
"102caa175","sprSwan2Demonstration","\"sprSwan2Demonstration\"","ds"
"102caa18b","sprDemonstratorWave","\"sprDemonstratorWave\"","ds"
"102caa19f","sprPhotographer1","\"sprPhotographer1\"","ds"
"102caa1b0","sprHenchmanGirlfriend","\"sprHenchmanGirlfriend\"","ds"
"102caa1c6","sprAndy","\"sprAndy\"","ds"
"102caa1ce","sprSonOnPhoneLSD","\"sprSonOnPhoneLSD\"","ds"
"102caa1df","sprSonGetUpLSD","\"sprSonGetUpLSD\"","ds"
"102caa1ee","sprSonTurnOnWater","\"sprSonTurnOnWater\"","ds"
"102caa200","sprColombianBoss","\"sprColombianBoss\"","ds"
"102caa211","sprColombianBossDead","\"sprColombianBossDead\"","ds"
"102caa226","sprRobberWalkBag","\"sprRobberWalkBag\"","ds"
"102caa237","sprRobberWalkShotgun","\"sprRobberWalkShotgun\"","ds"
"102caa24c","sprRobberWalkUnarmed","\"sprRobberWalkUnarmed\"","ds"
"102caa261","sprRobberWalkUzi","\"sprRobberWalkUzi\"","ds"
"102caa272","sprRobberPutOnMask","\"sprRobberPutOnMask\"","ds"
"102caa285","sprBankerLegs","\"sprBankerLegs\"","ds"
"102caa293","sprBankerGiveUp","\"sprBankerGiveUp\"","ds"
"102caa2a3","sprBankerDead","\"sprBankerDead\"","ds"
"102caa2b1","sprRobberAmbush","\"sprRobberAmbush\"","ds"
"102caa2c1","sprRobberAmbushAttack","\"sprRobberAmbushAttack\"","ds"
"102caa2d7","sprRobberHack","\"sprRobberHack\"","ds"
"102caa2e5","sprSaunaGangster","\"sprSaunaGangster\"","ds"
"102caa2f6","sprHipsterBartender","\"sprHipsterBartender\"","ds"
"102caa30a","spr50ManagerWalkGun","\"spr50ManagerWalkGun\"","ds"
"102caa31e","spr50ManagerWalkUnarmed","\"spr50ManagerWalkUnarmed\"","ds"
"102caa336","spr50ManagerAimGun","\"spr50ManagerAimGun\"","ds"
"102caa349","spr50ManagerAttackGun","\"spr50ManagerAttackGun\"","ds"
"102caa35f","spr50ManagerWalkShotgun","\"spr50ManagerWalkShotgun\"","ds"
"102caa377","spr50BlessingsNerd","\"spr50BlessingsNerd\"","ds"
"102caa38a","sprHammarin","\"sprHammarin\"","ds"
"102caa396","sprPoliceChief","\"sprPoliceChief\"","ds"
"102caa3a5","sprCSIPhotographer","\"sprCSIPhotographer\"","ds"
"102caa3b8","sprCSIVomit","\"sprCSIVomit\"","ds"
"102caa3c4","sprVictimCar","\"sprVictimCar\"","ds"
"102caa3d1","sprSwat","\"sprSwat\"","ds"
"102caa3d9","sprSwatWall","\"sprSwatWall\"","ds"
"102caa3e5","sprSwatCorner","\"sprSwatCorner\"","ds"
"102caa3f3","sprSwatCrouch","\"sprSwatCrouch\"","ds"
"102caa401","sprSwatBossStand","\"sprSwatBossStand\"","ds"
"102caa412","sprRatMomSit","\"sprRatMomSit\"","ds"
"102caa41f","sprRatMomLieDown","\"sprRatMomLieDown\"","ds"
"102caa430","sprRatMomEat","\"sprRatMomEat\"","ds"
"102caa43d","sprRatMomSick","\"sprRatMomSick\"","ds"
"102caa44b","sprRatMomSleep","\"sprRatMomSleep\"","ds"
"102caa45a","sprLawyerPhone","\"sprLawyerPhone\"","ds"
"102caa469","sprCopyFlashClerk","\"sprCopyFlashClerk\"","ds"
"102caa47b","sprBearAttack9mm","\"sprBearAttack9mm\"","ds"
"102caa48c","sprBearAttackBat","\"sprBearAttackBat\"","ds"
"102caa49d","sprBearAttackChain","\"sprBearAttackChain\"","ds"
"102caa4b0","sprBearAttackClub","\"sprBearAttackClub\"","ds"
"102caa4c2","sprBearAttackDoubleBarrel1","\"sprBearAttackDoubleBarrel1\"","ds"
"102caa4dd","sprBearAttackDoubleBarrel2","\"sprBearAttackDoubleBarrel2\"","ds"
"102caa4f8","sprBearAttackKalashnikov","\"sprBearAttackKalashnikov\"","ds"
"102caa511","sprBearAttackKnife","\"sprBearAttackKnife\"","ds"
"102caa524","sprBearAttackM16","\"sprBearAttackM16\"","ds"
"102caa535","sprBearAttackPipe","\"sprBearAttackPipe\"","ds"
"102caa547","sprBearAttackPunch","\"sprBearAttackPunch\"","ds"
"102caa55a","sprBearAttackShotgun","\"sprBearAttackShotgun\"","ds"
"102caa56f","sprBearAttackSilencer","\"sprBearAttackSilencer\"","ds"
